frame,ear,threshold,mov_ear_3,mov_ear_5,mov_ear_7
284,0.26033095719230126,0.0,,,
285,0.2748779384172385,0.0,,,
286,0.27088026509690505,0.0,,,
287,0.2752825320845025,0.0,,,
288,0.25914773804191304,0.0,,,
289,0.26062251912518763,0.0,,,
290,0.2660235047053401,0.0,,,
291,0.2598280258456968,0.0,,,
292,0.2598280258456968,0.0,,,
293,0.2687348004025052,0.0,,,
294,0.26971469418115357,0.0,,,
295,0.3044277230232055,1.0,,,
296,0.26971469418115357,0.0,,,
297,0.23491719972794817,0.0,,,
298,0.3223145631940248,1.0,,,
299,0.2969397842709451,0.0,,,
300,0.2963417385475621,0.0,,,
301,0.3113156230360964,1.0,,,
302,0.3113156230360964,0.0,,,
303,0.2863691422517596,0.0,,,
304,0.2817262625702813,0.0,,,
305,0.2955661638889189,0.0,,,
306,0.2864601630592525,0.0,,,
307,0.2842765367851,0.0,,,
308,0.2858146821386144,0.0,,,
309,0.2659947259920228,0.0,,,
310,0.2659947259920228,0.0,,,
311,0.35825040806392117,1.0,,,
312,0.31083844855911735,0.0,,,
313,0.3223984517919603,0.0,,,
314,0.3027736200199706,0.0,,,
315,0.3257065992993496,0.0,,,
316,0.3168497851551466,0.0,,,
317,0.32601439448018765,0.0,,,
318,0.27835452837662433,0.0,,,
319,0.27835452837662433,0.0,,,
320,0.2960603589758603,0.0,,,
321,0.30981278943105256,1.0,,,
322,0.2374592727082666,0.0,,,
323,0.26899212312811815,0.0,,,
324,0.2360945719117022,0.0,,,
325,0.23688977751979123,0.0,,,
326,0.265122347921241,0.0,,,
327,0.265122347921241,0.0,,,
328,0.2804109375626077,0.0,,,
329,0.24695115686302682,0.0,,,
330,0.2651878695171553,0.0,,,
331,0.2647395786115191,0.0,,,
332,0.25134135625037524,0.0,,,
333,0.2511065917709723,0.0,,,
334,0.24183232266513066,0.0,,,
335,0.2787360725620407,0.0,,,
336,0.26947681330278145,0.0,,,
337,0.27481869364466177,0.0,,,
338,0.2651038517681079,0.0,,,
339,0.2651038517681079,0.0,,,
340,0.26974486953644233,0.0,,,
341,0.26539716304300537,0.0,,,
342,0.27960157115118833,0.0,,,
343,0.26444761438705944,0.0,,,
344,0.3219042567050189,1.0,,,
345,0.3062117896569246,0.0,,,
346,0.26555840885435206,0.0,,,
347,0.28692466083251755,0.0,,,
348,0.2786294222115472,0.0,,,
349,0.3047091025949073,1.0,,,
350,0.3188998346467302,0.0,,,
351,0.31655647540764575,0.0,,,
352,0.31655647540764575,0.0,,,
353,0.3100002628357788,0.0,,,
354,0.31353689265767365,0.0,,,
355,0.2778780228536608,0.0,,,
356,0.26034319778990556,0.0,,,
357,0.29244246451054023,0.0,,,
358,0.2687254139448951,0.0,,,
359,0.25968561335841933,0.0,,,
360,0.2510027640793412,0.0,,,
361,0.2608755893385729,0.0,,,
362,0.30619387945904875,1.0,,,
363,0.27049699091504564,0.0,,,
364,0.274712132293409,0.0,,,
365,0.274712132293409,0.0,,,
366,0.2791918446661955,0.0,,,
367,0.2599411875810025,0.0,,,
368,0.2655112359292906,0.0,,,
369,0.2511065917709723,0.0,,,
370,0.2511065917709723,0.0,,,
371,0.2794295360577074,0.0,,,
372,0.26497399654960685,0.0,,,
373,0.26497399654960685,0.0,,,
374,0.2692813451072392,0.0,,,
375,0.2742564606768737,0.0,,,
376,0.29380874464897744,0.0,,,
377,0.26454707164822866,0.0,,,
378,0.2883632410232132,0.0,,,
379,0.2651038517681079,0.0,,,
380,0.2958832446497652,0.0,,,
381,0.2958832446497652,0.0,,,
382,0.2651038517681079,0.0,,,
383,0.29751584993197894,0.0,,,
384,0.26993892953872545,0.0,,,
385,0.3186997768065701,1.0,,,
386,0.3074463641494191,0.0,,,
387,0.2910952021284855,0.0,,,
388,0.28692466083251755,0.0,,,
389,0.28788868147080643,0.0,,,
390,0.3009241829169894,1.0,,,
391,0.26078632062995977,0.0,,,
392,0.26862510772619075,0.0,,,
393,0.28386474120217475,0.0,,,
394,0.2741624562636133,0.0,,,
395,0.26072197638635686,0.0,,,
396,0.26072197638635686,0.0,,,
397,0.2707803029635983,0.0,,,
398,0.2602175540435222,0.0,,,
399,0.2742564606768737,0.0,,,
400,0.2703975336538764,0.0,,,
401,0.24188977751979124,0.0,,,
402,0.2660263921299204,0.0,,,
403,0.26072197638635686,0.0,,,
404,0.24681781427215266,0.0,,,
405,0.2551983962160672,0.0,,,
406,0.271763212599322,0.0,,,
407,0.2680712502690472,0.0,,,
408,0.2703975336538764,0.0,,,
409,0.23285446752391983,0.0,,,
410,0.25945466631198016,0.0,,,
411,0.27440406157526587,0.0,,,
412,0.23686660353161604,0.0,,,
413,0.2688761271677633,0.0,,,
414,0.2958832446497652,0.0,,,
415,0.2958832446497652,0.0,,,
416,0.32289264687890173,1.0,,,
417,0.3219042567050189,0.0,,,
418,0.31725014936023405,0.0,,,
419,0.3082050542723022,0.0,,,
420,0.3082050542723022,0.0,,,
421,0.31209157675851096,0.0,,,
422,0.2955661638889189,0.0,,,
423,0.29381175902524753,0.0,,,
424,0.2814521235612252,0.0,,,
425,0.2770605383391798,0.0,,,
426,0.29578621996680415,0.0,,,
427,0.2814521235612252,0.0,,,
428,0.2952920248798627,0.0,,,
429,0.2952920248798627,0.0,,,
430,0.27863590794832616,0.0,,,
431,0.27863590794832616,0.0,,,
432,0.259472498817425,0.0,,,
433,0.259472498817425,0.0,,,
434,0.25101423859988653,0.0,,,
435,0.2703975336538764,0.0,,,
436,0.2701969207520447,0.0,,,
437,0.2700974634908755,0.0,,,
438,0.2703975336538764,0.0,,,
439,0.2698881342210505,0.0,,,
440,0.2713083547360554,0.0,,,
441,0.24073107904281693,0.0,,,
442,0.26559824447855296,0.0,,,
443,0.24308279427670723,0.0,,,
444,0.24663164740528443,0.0,,,
445,0.23201626278989979,0.0,,,
446,0.2700974634908755,0.0,,,
447,0.2700974634908755,0.0,,,
448,0.27827591721347056,0.0,,,
449,0.25126622168427637,0.0,,,
450,0.28304201278313557,0.0,,,
451,0.2652312839622837,0.0,,,
452,0.2511475747594998,0.0,,,
453,0.28386474120217475,0.0,,,
454,0.28386474120217475,0.0,,,
455,0.2931307779079564,0.0,,,
456,0.31353689265767365,1.0,,,
457,0.29871094347972704,0.0,,,
458,0.2863691422517596,0.0,,,
459,0.2863691422517596,0.0,,,
460,0.31899998411638986,1.0,,,
461,0.2859057029461073,0.0,,,
462,0.3041734591351465,0.0,,,
463,0.26130535859791043,0.0,,,
464,0.2990530761053861,0.0,,,
465,0.2990530761053861,0.0,,,
466,0.2885917645964122,0.0,,,
467,0.265122347921241,0.0,,,
468,0.27582428209027077,0.0,,,
469,0.27582428209027077,0.0,,,
470,0.27960157115118833,0.0,,,
471,0.2707803029635983,0.0,,,
472,0.25092635462676655,0.0,,,
473,0.25099648657674317,0.0,,,
474,0.25099648657674317,0.0,,,
475,0.2838778627804863,0.0,,,
476,0.2553216422679272,0.0,,,
477,0.2598280258456968,0.0,,,
478,0.25564740355555315,0.0,,,
479,0.25908162356916187,0.0,,,
480,0.24953945751661197,0.0,,,
481,0.24647696214134263,0.0,,,
482,0.2609016192639415,0.0,,,
483,0.26971469418115357,0.0,,,
484,0.26971469418115357,0.0,,,
485,0.2403483400575486,0.0,,,
486,0.26549712517631213,0.0,,,
487,0.2827660481000547,0.0,,,
488,0.2707803029635983,0.0,,,
489,0.2700974634908755,0.0,,,
490,0.2769771315175359,0.0,,,
491,0.24775903713575562,0.0,,,
492,0.29483427437467874,0.0,,,
493,0.29483427437467874,0.0,,,
494,0.2698004091849499,0.0,,,
495,0.29990150738322674,0.0,,,
496,0.29192380125068684,0.0,,,
497,0.29192380125068684,0.0,,,
498,0.2952920248798627,0.0,,,
499,0.304489046517022,1.0,,,
500,0.30436639952938904,0.0,,,
501,0.2883632410232132,0.0,,,
502,0.25597787964897567,0.0,,,
503,0.26062251912518763,0.0,,,
504,0.2618023585763928,0.0,,,
505,0.2599411875810025,0.0,,,
506,0.26941613194669034,0.0,,,
507,0.26941613194669034,0.0,,,
508,0.2599411875810025,0.0,,,
509,0.265853040103491,0.0,,,
510,0.26100107652511073,0.0,,,
511,0.26971469418115357,0.0,,,
512,0.2703975336538764,0.0,,,
513,0.28931490509920454,0.0,,,
514,0.25043534454334143,0.0,,,
515,0.2700974634908755,0.0,,,
516,0.2699577169869774,0.0,,,
517,0.2553216422679272,0.0,,,
518,0.2790041287957016,0.0,,,
519,0.2601287361984735,0.0,,,
520,0.2775417223831896,0.0,,,
521,0.2878890607169212,0.0,,,
522,0.2878890607169212,0.0,,,
523,0.3027392960775779,1.0,,,
524,0.26454707164822866,0.0,,,
525,0.2693701629522879,0.0,,,
526,0.2693701629522879,0.0,,,
527,0.26993892953872545,0.0,,,
528,0.2780798351809922,0.0,,,
529,0.29584754346062064,0.0,,,
530,0.3042556659712647,1.0,,,
531,0.27325332766325194,0.0,,,
532,0.27325332766325194,0.0,,,
533,0.30526125776163676,1.0,,,
534,0.26443937912684523,0.0,,,
535,0.26443937912684523,0.0,,,
536,0.29972624783414015,0.0,,,
537,0.2742269116770769,0.0,,,
538,0.29704129037957216,0.0,,,
539,0.29900191854970093,0.0,,,
540,0.26509860080854214,0.0,,,
541,0.26509860080854214,0.0,,,
542,0.295769335431044,0.0,,,
543,0.2601300832489113,0.0,,,
544,0.2877820311203129,0.0,,,
545,0.26608000251572816,0.0,,,
546,0.24626781251816648,0.0,,,
547,0.2601287361984735,0.0,,,
548,0.26520330902927713,0.0,,,
549,0.26444761438705944,0.0,,,
550,0.27891626589345997,0.0,,,
551,0.2703975336538764,0.0,,,
552,0.2703975336538764,0.0,,,
553,0.268706459506839,0.0,,,
554,0.26058153613666013,0.0,,,
555,0.25048629287317803,0.0,,,
556,0.25048629287317803,0.0,,,
557,0.2601300832489113,0.0,,,
558,0.2651038517681079,0.0,,,
559,0.25166034851082747,0.0,,,
560,0.27378228037058167,0.0,,,
561,0.2741453929066245,0.0,,,
562,0.28581574060622716,0.0,,,
563,0.27973339938226394,0.0,,,
564,0.26506529357935116,0.0,,,
565,0.2883632410232132,0.0,,,
566,0.2600858067395748,0.0,,,
567,0.2701969207520447,0.0,,,
568,0.23494886337372028,0.0,,,
569,0.23494886337372028,0.0,,,
570,0.26058153613666013,0.0,,,
571,0.24190805729047143,0.0,,,
572,0.26444761438705944,0.0,,,
573,0.26444761438705944,0.0,,,
574,0.2689614591747879,0.0,,,
575,0.2769771315175359,0.0,,,
576,0.273073807058612,0.0,,,
577,0.2869257193001303,0.0,,,
578,0.3049832416039634,1.0,,,
579,0.2740944737164457,0.0,,,
580,0.25589708815985834,0.0,,,
581,0.25589708815985834,0.0,,,
582,0.26072197638635686,0.0,,,
583,0.2413415879828058,0.0,,,
584,0.2361903302983272,0.0,,,
585,0.26941613194669034,0.0,,,
586,0.25573622140060187,0.0,,,
587,0.25573622140060187,0.0,,,
588,0.2321891438234044,0.0,,,
589,0.26072197638635686,0.0,,,
590,0.24596133815460922,0.0,,,
591,0.24953945751661197,0.0,,,
592,0.25049813313055136,0.0,,,
593,0.2757697405207115,0.0,,,
594,0.245350469800165,0.0,,,
595,0.2652111657662897,0.0,,,
596,0.26971469418115357,0.0,,,
597,0.28895877229487954,0.0,,,
598,0.2513867847343344,0.0,,,
599,0.26933166931787345,0.0,,,
600,0.29704129037957216,0.0,,,
601,0.2859057029461073,0.0,,,
602,0.2563942566956526,0.0,,,
603,0.29473756476671753,0.0,,,
604,0.2798123053674293,0.0,,,
605,0.2798123053674293,0.0,,,
606,0.2902443547694462,0.0,,,
607,0.2703975336538764,0.0,,,
608,0.2903228159082263,0.0,,,
609,0.27598871950264725,0.0,,,
610,0.31298137407691573,1.0,,,
611,0.29671325641148694,0.0,,,
612,0.3078189596244574,0.0,,,
613,0.2764226714043907,0.0,,,
614,0.2991414727582782,0.0,,,
615,0.3223984517919603,1.0,,,
616,0.3227063598725367,0.0,,,
617,0.3227063598725367,0.0,,,
618,0.29734692150973696,0.0,,,
619,0.2863691422517596,0.0,,,
620,0.3045251018780742,1.0,,,
621,0.3045251018780742,0.0,,,
622,0.250334663124701,0.0,,,
623,0.2561065917709723,0.0,,,
624,0.27108037312659916,0.0,,,
625,0.2463944884280831,0.0,,,
626,0.2556491210748949,0.0,,,
627,0.2659947259920228,0.0,,,
628,0.2322743929044066,0.0,,,
629,0.2605134169873587,0.0,,,
630,0.2605134169873587,0.0,,,
631,0.275497325723798,0.0,,,
632,0.2353408552659948,0.0,,,
633,0.2552136536976455,0.0,,,
634,0.2708079583296856,0.0,,,
635,0.26062251912518763,0.0,,,
636,0.2652111657662897,0.0,,,
637,0.2285107982245234,0.0,,,
638,0.25101423859988653,0.0,,,
639,0.26130535859791043,0.0,,,
