frame,threshold,blink,ear_norm
123,0.0,0.0,0.23045970171785138
124,1.0,0.0,0.6757278621224462
125,0.0,0.0,0.6358555860643814
126,0.0,0.0,0.39157961750663794
127,0.0,0.0,0.23910405877921034
128,1.0,0.0,0.6370062317473422
129,0.0,0.0,0.40398665506207065
130,0.0,0.0,0.5154848218604378
131,0.0,0.0,0.5035903497475944
132,0.0,0.0,0.5035903497475944
133,0.0,0.0,0.36712814141391376
134,0.0,0.0,0.7285618687703763
135,0.0,0.0,0.33504702034478534
136,0.0,0.0,0.673830549224011
137,0.0,0.0,0.39251107518462836
138,0.0,0.0,0.3433072869640855
139,0.0,0.0,0.20646598097986538
140,0.0,0.0,0.3631879401338219
141,0.0,0.0,0.3631879401338219
142,0.0,0.0,0.26693781187779864
143,0.0,0.0,0.17576447274768534
144,0.0,0.0,0.36089123425241865
145,0.0,0.0,0.23839086596212705
146,0.0,0.0,0.1756562520685126
147,0.0,0.0,0.09238512021910475
148,0.0,0.0,0.24348657327061474
149,0.0,0.0,0.2095546160504403
150,0.0,0.0,0.12147048663213375
151,0.0,0.0,0.12147048663213375
152,0.0,0.0,0.270476477761731
153,0.0,0.0,0.1186633375408294
154,0.0,0.0,0.2677566852846444
155,1.0,0.0,0.566444022236658
156,0.0,0.0,0.566444022236658
157,0.0,0.0,0.3941957786250833
158,0.0,0.0,0.3941957786250833
159,1.0,0.0,0.6348119976221219
160,0.0,0.0,0.37334006957481136
161,0.0,0.0,0.6221963596016795
162,0.0,0.0,0.38910634601988814
163,0.0,0.0,0.5508541422125791
164,0.0,0.0,0.6351089188489071
165,0.0,0.0,0.40455188511908596
166,0.0,0.0,0.4210193537394831
167,1.0,0.0,0.622831215992745
168,0.0,0.0,0.24270812011103707
169,0.0,0.0,0.24270812011103707
170,0.0,0.0,0.3937239511550896
171,0.0,0.0,0.34098520495055185
172,0.0,0.0,0.23710029288402704
173,0.0,0.0,0.26206123814390647
174,0.0,0.0,0.28835001635111795
175,0.0,0.0,0.3892223646468064
176,0.0,0.0,0.06328629151169347
177,0.0,0.0,0.2395005445196927
178,0.0,0.0,0.23849120852823247
179,0.0,0.0,0.1200798012127296
180,0.0,0.0,0.38248624599326186
181,0.0,0.0,0.3501059427303814
182,0.0,0.0,0.36213764154158323
183,1.0,0.0,0.5330961182776007
184,0.0,0.0,0.4606098243998647
185,0.0,0.0,0.2932898242155892
186,1.0,0.0,0.6893243886903708
187,0.0,0.0,0.6893243886903708
188,0.0,0.0,0.2598330177222666
189,0.0,0.0,0.5101253665830732
190,0.0,0.0,0.5072191479854848
191,0.0,0.0,0.2631642519314958
192,0.0,0.0,0.6318398784518742
193,0.0,0.0,0.6161059529384845
194,0.0,0.0,0.4492356341806958
195,0.0,0.0,0.6767715681619052
196,0.0,0.0,0.6767715681619052
197,0.0,0.0,0.4521228232866573
198,0.0,0.0,0.39770136959155167
199,1.0,0.0,0.5280878067308593
200,0.0,0.0,0.40296140869184793
201,0.0,0.0,0.4077962885072567
202,0.0,0.0,0.4538120529972667
203,1.0,0.0,0.5651448110871976
204,0.0,0.0,0.3762125062174005
205,0.0,0.0,0.3762125062174005
206,1.0,0.0,0.5100463040002774
207,0.0,0.0,0.5294794907786929
208,0.0,0.0,0.26206123814390647
209,0.0,0.0,0.2918464247677499
210,0.0,0.0,0.3501059427303814
211,0.0,1.0,0.23910405877921034
212,0.0,0.0,0.2668848191985353
213,0.0,0.0,0.26671778755720427
214,0.0,0.0,0.29687530199963086
215,0.0,0.0,0.32356701459721715
216,0.0,0.0,0.32356701459721715
217,0.0,0.0,0.31896040326769326
218,0.0,0.0,0.1791076696280344
219,0.0,0.0,0.26676620034470144
220,0.0,0.0,0.3494487690529803
221,0.0,0.0,0.26671778755720427
222,0.0,0.0,0.259974627667456
223,0.0,0.0,0.3667746132936942
224,0.0,0.0,0.1262508377676652
225,0.0,0.0,0.010842360461020464
226,0.0,0.0,0.010842360461020464
227,0.0,0.0,0.17645253758787752
228,0.0,0.0,0.12232393482498043
229,0.0,0.0,0.4268161294097361
230,0.0,0.0,0.23544854490560901
231,0.0,0.0,0.3823651460950237
232,1.0,0.0,0.6533497995165499
233,0.0,0.0,0.43030425732843325
234,0.0,0.0,0.5633988189050605
235,0.0,0.0,0.5633988189050605
236,0.0,0.0,0.2987243180749197
237,0.0,0.0,0.5683308106547992
238,0.0,0.0,0.4527187426475389
239,0.0,0.0,0.40942803282491147
240,1.0,0.0,0.6167369263794179
241,0.0,0.0,0.4936574495887129
242,0.0,0.0,0.296014191619349
243,0.0,0.0,0.03051692029601164
244,0.0,0.0,0.09225134149114324
245,0.0,0.0,0.24115229249811068
246,0.0,0.0,0.15220180589755497
247,0.0,0.0,0.3214626501506199
248,0.0,0.0,0.054011564041213496
249,0.0,0.0,0.054011564041213496
250,0.0,0.0,0.06381159172681751
251,0.0,0.0,0.23360201548739576
252,0.0,0.0,0.08894410262572006
253,0.0,0.0,0.24021100845105803
254,0.0,0.0,0.2945166982660073
255,0.0,0.0,0.18075111715468867
256,0.0,0.0,0.17506397046571448
257,0.0,0.0,0.4160379874883939
258,1.0,0.0,0.4952836836490731
259,0.0,0.0,0.5346724481333722
260,0.0,0.0,0.37766482166379883
261,0.0,0.0,0.23849120852823247
262,0.0,0.0,0.34275294390329764
263,0.0,0.0,0.3142471520597981
264,0.0,0.0,0.3142471520597981
265,0.0,0.0,0.1209794614912161
266,1.0,0.0,0.5318719044755499
267,0.0,0.0,0.47781014295298163
268,0.0,0.0,0.5849605732901425
269,0.0,0.0,0.6896841274091331
270,0.0,0.0,0.5641688372941466
271,0.0,0.0,0.401192603171489
272,0.0,0.0,0.401192603171489
273,0.0,0.0,0.39714050431072195
274,1.0,0.0,0.5880899285241161
275,0.0,0.0,0.591020002043653
276,0.0,0.0,0.5102662927921485
277,0.0,0.0,0.47384121365295123
278,0.0,0.0,0.2993371683258976
279,0.0,0.0,0.2668848191985353
280,0.0,0.0,0.3234123259016746
281,0.0,0.0,0.2987243180749197
282,0.0,0.0,0.2987243180749197
283,0.0,0.0,0.2993371683258976
284,0.0,0.0,0.23669461970561262
285,0.0,0.0,0.3263323293093836
286,0.0,0.0,0.30169888305425935
287,0.0,0.0,0.32882541355091427
288,0.0,0.0,0.22940368745237621
289,0.0,0.0,0.23849120852823247
290,0.0,0.0,0.2717717888439569
291,0.0,0.0,0.23359558401563166
292,0.0,0.0,0.23359558401563166
293,0.0,0.0,0.28847864592959177
294,0.0,0.0,0.2945166982660073
295,1.0,0.0,0.5084164999291251
296,0.0,0.0,0.2945166982660073
297,0.0,0.0,0.0800964240864953
298,1.0,0.0,0.6186342392778527
299,0.0,0.0,0.46227622731673396
300,0.0,0.0,0.45859110199392905
301,1.0,0.0,0.5508593663622595
302,0.0,0.0,0.5508593663622595
303,0.0,0.0,0.39714050431072195
304,0.0,0.0,0.36853133143984734
305,0.0,0.0,0.4538120529972667
306,0.0,0.0,0.39770136959155167
307,0.0,0.0,0.3842459828814827
308,0.0,0.0,0.3937239511550896
309,0.0,0.0,0.27159445597281223
310,0.0,0.0,0.27159445597281223
311,1.0,0.0,0.8400689670062395
312,0.0,0.0,0.5479190431064314
313,0.0,0.0,0.619151156270082
314,0.0,0.0,0.4982240069049009
315,0.0,0.0,0.6395357818503682
316,0.0,0.0,0.5849605732901425
317,0.0,0.0,0.6414323990667365
318,0.0,0.0,0.34775488814630523
319,0.0,0.0,0.34775488814630523
320,0.0,0.0,0.45685725632886426
321,1.0,0.0,0.5415989871682052
322,0.0,0.0,0.09576053996579247
323,0.0,0.0,0.29006425461336494
324,0.0,0.0,0.08735132764834107
325,0.0,0.0,0.09225134149114324
326,0.0,0.0,0.2662189095990131
327,0.0,0.0,0.2662189095990131
328,0.0,0.0,0.3604263700564979
329,0.0,0.0,0.15424901549901784
330,0.0,0.0,0.2666226501206047
331,0.0,0.0,0.26386030586538956
332,0.0,0.0,0.18130118609721618
333,0.0,0.0,0.17985458010353217
334,0.0,0.0,0.12270703670314932
335,0.0,0.0,0.3501059427303814
336,0.0,0.0,0.2930508891908394
337,0.0,0.0,0.3259672662328828
338,0.0,0.0,0.2661049373062264
339,0.0,0.0,0.2661049373062264
340,0.0,0.0,0.2947026371692574
341,0.0,0.0,0.2679123054794732
342,0.0,0.0,0.35543909811134083
343,0.0,0.0,0.26206123814390647
344,1.0,0.0,0.6161059529384845
345,0.0,0.0,0.5194098217980602
346,0.0,0.0,0.2689058934266097
347,0.0,0.0,0.40056357968639644
348,0.0,0.0,0.3494487690529803
349,1.0,0.0,0.5101503455941903
350,0.0,0.0,0.597592867108252
351,0.0,0.0,0.5831532145286308
352,0.0,0.0,0.5831532145286308
353,0.0,0.0,0.5427541881237461
354,0.0,0.0,0.5645467093382233
355,0.0,0.0,0.34481868694885154
356,0.0,0.0,0.23677004560439288
357,0.0,0.0,0.43456398678758523
358,0.0,0.0,0.28842080708671064
359,0.0,0.0,0.23271804599030957
360,0.0,0.0,0.17921479949700309
361,0.0,0.0,0.24005061346222017
362,1.0,0.0,0.5192994601297996
363,0.0,0.0,0.2993371683258976
364,0.0,0.0,0.3253106409639778
365,0.0,0.0,0.3253106409639778
366,0.0,0.0,0.3529143857252548
367,0.0,0.0,0.2342928804932129
368,0.0,0.0,0.2686152164199899
369,0.0,0.0,0.17985458010353217
370,0.0,0.0,0.17985458010353217
371,0.0,0.0,0.35437902719266334
372,0.0,0.0,0.26530477649027795
373,0.0,0.0,0.26530477649027795
374,0.0,0.0,0.2918464247677499
375,0.0,0.0,0.32250281716836765
376,0.0,0.0,0.4429829309240284
377,0.0,0.0,0.2626740883948844
378,0.0,0.0,0.40942803282491147
379,0.0,0.0,0.2661049373062264
380,0.0,0.0,0.45576588745420266
381,0.0,0.0,0.45576588745420266
382,0.0,0.0,0.2661049373062264
383,0.0,0.0,0.46582591268705237
384,0.0,0.0,0.2958984243818332
385,1.0,0.0,0.5963601215438671
386,0.0,0.0,0.5270172028849857
387,0.0,0.0,0.42626222903487127
388,0.0,0.0,0.40056357968639644
389,0.0,0.0,0.4065038225925224
390,1.0,0.0,0.4868278757486113
391,0.0,0.0,0.2395005445196927
392,0.0,0.0,0.28780272560543
393,0.0,0.0,0.3817085208261188
394,0.0,0.0,0.3219235670705629
395,0.0,0.0,0.23910405877921034
396,0.0,0.0,0.23910405877921034
397,0.0,0.0,0.30108292180854296
398,0.0,0.0,0.2359958356512973
399,0.0,0.0,0.32250281716836765
400,0.0,0.0,0.2987243180749197
401,0.0,0.0,0.12306107040249603
402,0.0,0.0,0.27178958099767125
403,0.0,0.0,0.23910405877921034
404,0.0,0.0,0.15342736568358376
405,0.0,0.0,0.2050680572458608
406,0.0,0.0,0.30713955769274387
407,0.0,0.0,0.2843898859834053
408,0.0,0.0,0.2987243180749197
409,0.0,0.0,0.06738598008192927
410,0.0,0.0,0.23129496281157588
411,0.0,0.0,0.3234123259016746
412,0.0,0.0,0.0921085446324487
413,0.0,0.0,0.28934949379469604
414,0.0,0.0,0.45576588745420266
415,0.0,0.0,0.45576588745420266
416,1.0,0.0,0.6221963596016795
417,0.0,0.0,0.6161059529384845
418,0.0,0.0,0.5874275958150531
419,0.0,0.0,0.5316922102877355
420,0.0,0.0,0.5316922102877355
421,0.0,0.0,0.5556407511293291
422,0.0,0.0,0.4538120529972667
423,0.0,0.0,0.4430015053471721
424,0.0,0.0,0.366842101729238
425,0.0,0.0,0.3397813916927739
426,0.0,0.0,0.45516802661825484
427,0.0,1.0,0.366842101729238
428,0.0,0.0,0.4521228232866573
429,0.0,0.0,0.4521228232866573
430,0.0,0.0,0.3494887338113704
431,0.0,0.0,0.3494887338113704
432,0.0,0.0,0.2314048457432891
433,0.0,0.0,0.2314048457432891
434,0.0,0.0,0.17928550487048103
435,0.0,0.0,0.2987243180749197
436,0.0,0.0,0.29748815225060876
437,0.0,0.0,0.29687530199963086
438,0.0,0.0,0.2987243180749197
439,0.0,0.0,0.2955854263883271
440,0.0,0.0,0.30433674820065565
441,0.0,0.0,0.11592123320938089
442,0.0,0.0,0.2691513583831386
443,0.0,0.0,0.13041237497595262
444,0.0,0.0,0.15228021554348653
445,0.0,0.0,0.06222100795645522
446,0.0,0.0,0.29687530199963086
447,0.0,0.0,0.29687530199963086
448,0.0,0.0,0.34727049042107044
449,0.0,0.0,0.18083821097454053
450,0.0,0.0,0.3766389129144661
451,0.0,0.0,0.26689016757765327
452,0.0,0.0,0.18010711505683405
453,0.0,0.0,0.3817085208261188
454,0.0,0.0,0.3817085208261188
455,0.0,0.0,0.43880533662367405
456,1.0,0.0,0.5645467093382233
457,0.0,0.0,0.47319001433301755
458,0.0,0.0,0.39714050431072195
459,0.0,0.0,0.39714050431072195
460,1.0,0.0,0.5982099827104178
461,0.0,0.0,0.3942848164359194
462,0.0,0.0,0.5068497396365162
463,0.0,0.0,0.24269882833714454
464,0.0,0.0,0.47529821702267466
465,0.0,0.0,0.47529821702267466
466,0.0,1.0,0.4108361826929346
467,0.0,0.0,0.2662189095990131
468,0.0,0.0,0.33216364771400314
469,0.0,0.0,0.33216364771400314
470,0.0,0.0,0.35543909811134083
471,0.0,0.0,0.30108292180854296
472,0.0,0.0,0.17874396859298516
473,0.0,0.0,0.17917611786634605
474,0.0,0.0,0.17917611786634605
475,0.0,0.0,0.3817893752802525
476,0.0,0.0,0.20582749273530093
477,0.0,0.0,0.23359558401563166
478,0.0,0.0,0.20783481612761473
479,0.0,0.0,0.22899629365586005
480,0.0,0.0,0.17019798379462495
481,0.0,0.0,0.15132705333376095
482,0.0,0.0,0.24021100845105803
483,0.0,0.0,0.2945166982660073
484,0.0,0.0,0.2945166982660073
485,0.0,0.0,0.11356281633339618
486,0.0,0.0,0.2685282667251896
487,0.0,0.0,0.37493843349950023
488,0.0,0.0,0.30108292180854296
489,0.0,0.0,0.29687530199963086
490,0.0,0.0,0.33926744337993253
491,0.0,0.0,0.15922712993813862
492,0.0,0.0,0.44930218949190665
493,0.0,0.0,0.44930218949190665
494,0.0,0.0,0.29504486947212744
495,0.0,0.0,0.4805262045567111
496,0.0,0.0,0.43136801190111296
497,0.0,0.0,0.43136801190111296
498,0.0,0.0,0.4521228232866573
499,1.0,0.0,0.508794371973202
500,0.0,0.0,0.5080386278850488
501,0.0,0.0,0.40942803282491147
502,0.0,0.0,0.20987119189762085
503,0.0,0.0,0.23849120852823247
504,0.0,0.0,0.2457613152583424
505,0.0,0.0,0.2342928804932129
506,0.0,0.0,0.29267697396461134
507,0.0,0.0,0.29267697396461134
508,0.0,0.0,0.2342928804932129
509,0.0,0.0,0.2707213952095664
510,0.0,0.0,0.2408238587020359
511,0.0,0.0,0.2945166982660073
512,0.0,0.0,0.2987243180749197
513,0.0,0.0,0.41529213526410474
514,0.0,0.0,0.17571839108037146
515,0.0,0.0,0.29687530199963086
516,0.0,0.0,0.296014191619349
517,0.0,0.0,0.20582749273530093
518,0.0,0.0,0.3517576907087995
519,0.0,0.0,0.23544854490560901
520,0.0,0.0,0.34274642168325575
521,0.0,0.0,0.40650615948651986
522,0.0,0.0,0.40650615948651986
523,1.0,0.0,0.4980125046328432
524,0.0,0.0,0.2626740883948844
525,0.0,0.0,0.2923937155134379
526,0.0,0.0,0.2923937155134379
527,0.0,0.0,0.2958984243818332
528,0.0,0.0,0.34606224356806153
529,0.0,0.0,0.45554589866233147
530,1.0,0.0,0.5073562937036087
531,0.0,0.0,0.31632156592602473
532,0.0,0.0,0.31632156592602473
533,1.0,0.0,0.5135526957949778
534,0.0,0.0,0.26201049291696366
535,0.0,0.0,0.26201049291696366
536,0.0,0.0,0.4794462647174143
537,0.0,0.0,0.3223207378336995
538,0.0,0.0,0.4629017024546633
539,0.0,0.0,0.474982986938189
540,0.0,0.0,0.26607258117807725
541,0.0,0.0,0.26607258117807725
542,0.0,0.0,0.455063985024342
543,0.0,0.0,0.23545684535737277
544,0.0,0.0,0.4058466489151212
545,0.0,0.0,0.2721199252883853
546,0.0,0.0,0.15003828469536726
547,0.0,0.0,0.23544854490560901
548,0.0,0.0,0.26671778755720427
549,0.0,0.0,0.26206123814390647
550,0.0,0.0,0.3512162842689137
551,0.0,0.0,0.2987243180749197
552,0.0,0.0,0.2987243180749197
553,0.0,0.0,0.28830401086707586
554,0.0,0.0,0.23823867357493056
555,0.0,0.0,0.17603233192652182
556,0.0,0.0,0.17603233192652182
557,0.0,0.0,0.23545684535737277
558,0.0,0.0,0.2661049373062264
559,0.0,0.0,0.18326679911108676
560,0.0,0.0,0.3195809438299757
561,0.0,0.0,0.3218184235899343
562,0.0,0.0,0.3937304733751319
563,0.0,0.0,0.3562514165238014
564,0.0,0.0,0.26586734383764477
565,0.0,0.0,0.40942803282491147
566,0.0,0.0,0.23518401590741322
567,0.0,0.0,0.29748815225060876
568,0.0,0.0,0.0802915337550121
569,0.0,0.0,0.0802915337550121
570,0.0,0.0,0.23823867357493056
571,0.0,0.0,0.12317370935833974
572,0.0,0.0,0.26206123814390647
573,0.0,0.0,0.26206123814390647
574,0.0,0.0,0.2898753049954739
575,0.0,0.0,0.33926744337993253
576,0.0,0.0,0.315215369693433
577,0.0,0.0,0.4005701019064383
578,1.0,0.0,0.5118395753047993
579,0.0,0.0,0.3215046623007754
580,0.0,0.0,0.20937335912201097
581,0.0,0.0,0.20937335912201097
582,0.0,0.0,0.23910405877921034
583,0.0,0.0,0.1196831561971838
584,0.0,0.0,0.08794138563492208
585,0.0,0.0,0.29267697396461134
586,0.0,0.0,0.20838210687330302
587,0.0,0.0,0.20838210687330302
588,0.0,0.0,0.06328629151169347
589,0.0,0.0,0.23910405877921034
590,0.0,0.0,0.1481498062834715
591,0.0,0.0,0.17019798379462495
592,0.0,0.0,0.17610529095050442
593,0.0,0.0,0.3318275655194991
594,0.0,0.0,0.14438566860328142
595,0.0,0.0,0.26676620034470144
596,0.0,0.0,0.2945166982660073
597,0.0,0.0,0.4130976642325661
598,0.0,0.0,0.18158111395234328
599,0.0,0.0,0.29215651982521357
600,0.0,0.0,0.4629017024546633
601,0.0,0.0,0.3942848164359194
602,0.0,0.0,0.2124368846842259
603,0.0,0.0,0.448706270131025
604,0.0,0.0,0.3567376309262869
605,0.0,0.0,0.3567376309262869
606,0.0,0.0,0.4210193537394831
607,0.0,0.0,0.2987243180749197
608,0.0,0.0,0.4215028270226611
609,0.0,0.0,0.3331769021336439
610,1.0,0.0,0.561123633962549
611,0.0,0.0,0.46088037492857903
612,0.0,0.0,0.5293131160008908
613,0.0,0.0,0.33585089022430026
614,0.0,0.0,0.47584291240512977
615,1.0,0.0,0.619151156270082
616,0.0,0.0,0.6210484691685167
617,0.0,0.0,0.6210484691685167
618,0.0,0.0,0.4647849849081128
619,0.0,0.0,0.39714050431072195
620,1.0,0.0,0.5090165431531657
621,0.0,0.0,0.5090165431531657
622,0.0,0.0,0.17509799763742695
623,0.0,0.0,0.21066430901488495
624,0.0,0.0,0.30293193788383144
625,0.0,0.0,0.15081885478419318
626,0.0,0.0,0.20784539938867858
627,0.0,0.0,0.27159445597281223
628,0.0,0.0,0.06381159172681751
629,0.0,0.0,0.23781892707020072
630,0.0,0.0,0.23781892707020072
631,0.0,0.0,0.3301489603106297
632,0.0,0.0,0.0827069665422973
633,0.0,0.0,0.20516207302012007
634,0.0,0.0,0.301253332674962
635,0.0,0.0,0.23849120852823247
636,0.0,0.0,0.26676620034470144
637,0.0,0.0,0.04062052536293525
638,0.0,0.0,0.17928550487048103
639,0.0,0.0,0.24269882833714454
640,0.0,0.0,0.29748815225060876
641,0.0,0.0,0.37816610692544467
642,1.0,0.0,0.5097789957701555
643,0.0,0.0,0.5219228321933601
644,0.0,0.0,0.6210484691685167
645,0.0,0.0,0.5019482212218533
646,0.0,0.0,0.5019482212218533
647,0.0,0.0,0.4022528093970058
648,0.0,0.0,0.6130665518414334
649,0.0,0.0,0.5880899285241161
650,0.0,0.0,0.5676343126885521
651,0.0,0.0,0.5630209468609838
652,0.0,0.0,0.6130665518414334
653,0.0,0.0,0.2661049373062264
654,0.0,0.0,0.2958984243818332
655,0.0,0.0,0.29748815225060876
656,0.0,1.0,0.23910405877921034
657,0.0,0.0,0.12060510142785363
658,0.0,0.0,0.27258026633927324
659,0.0,0.0,0.27258026633927324
660,0.0,0.0,0.20577492327109795
661,0.0,0.0,0.30293193788383144
662,0.0,0.0,0.12232490135067903
663,0.0,0.0,0.23849120852823247
664,0.0,0.0,0.23710029288402704
665,0.0,0.0,0.23710029288402704
666,0.0,0.0,0.2662688579528189
667,0.0,0.0,0.17843258356218747
668,0.0,0.0,0.20685869424872813
669,0.0,0.0,0.4217569322696292
670,0.0,0.0,0.2146947729522493
671,0.0,0.0,0.32126694180165793
672,0.0,0.0,0.32126694180165793
673,0.0,0.0,0.2877641027073204
674,0.0,0.0,0.19938091055688625
675,0.0,0.0,0.39714050431072195
676,0.0,0.0,0.2626740883948844
677,0.0,0.0,0.455063985024342
678,0.0,0.0,0.23710029288402704
679,0.0,0.0,0.23710029288402704
680,0.0,0.0,0.3265497637000672
681,0.0,0.0,0.3494804675924521
682,0.0,0.0,0.31896040326769326
683,1.0,0.0,0.5070801632514755
684,0.0,0.0,0.2924645062490306
685,0.0,0.0,0.1707670590276759
686,0.0,0.0,0.23849120852823247
687,0.0,0.0,0.28842080708671064
688,0.0,0.0,0.3596374261463604
689,0.0,0.0,0.20838210687330302
690,0.0,0.0,0.41178878156694626
691,0.0,0.0,0.3524120714814899
692,0.0,0.0,0.3524120714814899
693,0.0,0.0,0.23823867357493056
694,0.0,0.0,0.2637046856705611
695,0.0,0.0,0.3259672662328828
696,0.0,0.0,0.17724640828629332
697,0.0,0.0,0.09029169918681403
698,0.0,0.0,0.23544854490560901
699,0.0,0.0,0.37591017470096677
700,0.0,0.0,0.37591017470096677
701,1.0,0.0,0.4986101445272598
702,0.0,0.0,0.26671778755720427
703,0.0,0.0,0.3567376309262869
704,1.0,0.0,0.6161059529384845
705,0.0,0.0,0.5354597932164379
706,0.0,0.0,0.3536580618928065
707,0.0,0.0,0.23600691429990026
708,0.0,0.0,0.3736207640450425
709,0.0,0.0,0.3488623861111715
710,1.0,0.0,0.5293693865532425
711,0.0,0.0,0.5293693865532425
712,0.0,0.0,0.4767392512455642
713,0.0,0.0,0.48346451429982523
714,0.0,0.0,0.3501059427303814
715,0.0,0.0,0.26206123814390647
716,0.0,0.0,0.4266247016754678
717,0.0,0.0,0.39714050431072195
718,0.0,0.0,0.40398665506207065
719,0.0,0.0,0.24005061346222017
720,0.0,0.0,0.24005061346222017
721,0.0,0.0,0.12060510142785363
722,0.0,0.0,0.32937548249344173
723,0.0,0.0,0.23910405877921034
724,0.0,0.0,0.2679123054794732
725,0.0,0.0,0.2395005445196927
726,0.0,0.0,0.17669911754060535
727,0.0,0.0,0.1196831561971838
728,0.0,0.0,0.01919850728883425
729,0.0,0.0,0.29267697396461134
730,0.0,0.0,0.29267697396461134
731,0.0,0.0,0.26676620034470144
732,0.0,0.0,0.293061967839442
733,0.0,0.0,0.293061967839442
734,0.0,0.0,0.11099228013687351
735,0.0,0.0,0.17603233192652182
736,0.0,0.0,0.08760698038509947
